glycan_entity	glycan_entity_change	glycoprotein_entity_name	glycoprotein_gene_name	glycoprotein_mapped	glycoenzyme_entity_name	glycoenzyme_gene_name	glycoenzyme_mapped	biomarker_role	disease_name	disease_mapped	medical_intervention	organism	specimen_type	specimen_mapped	pmid	sentence_in_abstract
Sig8L	increased level	SIGLEC8 protein, human	SIGLEC8	SIGLEC8 protein, human				diagnostic|response	Anaphylaxis	Anaphylaxis	display of Sig8L on antigenic liposomes	Mice	bone marrow-derived mast cells	Mast Cells	33911007	In mouse models of anaphylaxis, display of Sig8L on antigenic liposomes completely suppresses IgE-mediated anaphylaxis in transgenic mice with mast cells expressing Siglec-8 but has no protection in mice that do not express Siglec-8.
fucosylated core 1 O-glycan	increased level	CD166	ALCAM	ALCAM protein|CD166				diagnostic|prognostic	uterine endometrial cancer	Endometrial Neoplasms	HMMC-1 treatment	human	uterine endometrial cancer cell lines	Endometrial Neoplasms	23035753	HMMC-1 is a human monoclonal antibody that reacts with a fucosylated and extended core 1 O-glycan, Fucα1-2Galβ1-4GlcNAcβ1-3Galβ1-3GalNAc-Ser/Thr, as an epitope.
N-glycan	decreased level	Galectin-1	LGALS1	Galectin 1				diagnostic|monitoring	T-cell apoptosis	Apoptosis		Humans	T-Lymphocytes	T-Lymphocytes	7501023	Galectin-1 induced apoptosis of activated human T cells and human T leukaemia cell lines.
fucosylated forms of ORM	increased level	orosomucoid		Orosomucoid				diagnostic|monitoring	viral hepatitis	Carcinoma, Hepatocellular		Humans	serum	Humans	34963738	In viral hepatitis, increases in both ORM and its fucosylated forms and the correlation of these increases with fibrosis progression suggest that this glycoprotein can be used with other markers as a noninvasive method in the follow-up assessment of diseases.
asialo-AGP (AsAGP)	increased level	orosomucoid		Orosomucoid				monitoring	chronic liver disease	Liver Neoplasms		Humans	serum	Humans	34963738	similar findings regarding the level of the asialylated form of ORM, called asialo-AGP (AsAGP), have been reported in a follow-up assessment of fibrosis in chronic liver disease.
trifucosylated tetra-antennary glycan of ORM	increased level	orosomucoid		Orosomucoid				diagnostic	Hepatocellular carcinoma	Carcinoma, Hepatocellular		Humans	serum	Humans	34963738	a unique trifucosylated tetra-antennary glycan of ORM may also be used as a new potential marker.
ORM	decreased level	orosomucoid		Orosomucoid				prognostic	Hepatocellular carcinoma	Carcinoma, Hepatocellular		Humans	tumor	Humans	34963738	Current findings indicate that ORM2 expression is decreased in tumors, and this is related to the aggressive course of the disease.
Glycans on IgG	altered level	Immunoglobulin G		Immunoglobulin G	N-Acetylglucosaminyltransferases|Sialyltransferases		N-Acetylglucosaminyltransferases|Sialyltransferases					Animals|CHO Cells	Cricetinae	Cricetinae	9649788	Remodelling glycans on IgG by genetic re-engineering.
short-chain fatty acids	decreased level							diagnostic|monitoring	zinc deficiency	Zinc Deficiency	zinc fortification	Mice	intestinal microbiome	Gastrointestinal Microbiome	34730437	Our study found that a short-term low-Zn diet (0 mg/kg) and a long-term high-zinc diet (150 mg/kg) had obvious negative effects in a mouse model.
glycan biosynthesis and metabolism	increased level							diagnostic|monitoring	Cutaneous leishmaniasis	Leishmaniasis, Cutaneous		Mice	Gastrointestinal Microbiome	Gastrointestinal Microbiome	38240984	Genes associated with carbohydrate metabolism and glycan biosynthesis and metabolism were most abundant in the gut microbiome of the infected susceptible mice.
defined cell surface glycans	increased level	galectin-8	LGALS8	galectin-8, mouse				diagnostic|response	Apoptosis	Apoptosis	addition of thiodigalactoside or lactose	mouse	thymocytes	Mice	17893094	addition of either isoform of galectin-8 to thymocyte cultures induced apoptosis only of the CD4(high)CD8(high) cells through caspases pathway activation.
Thomsen-Friedenreich antigen	increased level	IgG		Thomsen-Friedenreich antigen				diagnostic	breast carcinoma	Breast Neoplasms		Humans	serum		30105268	An increased sialylation of IgG and IgM, but a lower SNA reactivity of IgA TF antibodies, and a higher level and avidity of the TF-specific IgA were found in cancer patients.
Thomsen-Friedenreich antigen	decreased level	IgA		Thomsen-Friedenreich antigen				diagnostic	breast carcinoma	Breast Neoplasms		Humans	serum		30105268	An increased sialylation of IgG and IgM, but a lower SNA reactivity of IgA TF antibodies, and a higher level and avidity of the TF-specific IgA were found in cancer patients.
Thomsen-Friedenreich antigen	increased ratio	IgG		Thomsen-Friedenreich antigen				diagnostic	breast carcinoma	Breast Neoplasms		Humans	serum		30105268	Other cancer-related signatures were the highly significant increase of the IgG/IgA ratio and the very low SNA/IgA index in cancer, including patients with an early stage of the disease.
Thomsen-Friedenreich antigen	decreased ratio	IgA		Thomsen-Friedenreich antigen				diagnostic	breast carcinoma	Breast Neoplasms		Humans	serum		30105268	Other cancer-related signatures were the highly significant increase of the IgG/IgA ratio and the very low SNA/IgA index in cancer, including patients with an early stage of the disease.
HNP-1	unaltered level	CD4	CD4	CD4 Antigens				diagnostic|response	HIV-1	HIV-1		Humans	HEK293 Cells|HeLa Cells	HEK293 Cells|HeLa Cells	22733823	This demonstrates that binding of α-defensin to molecules involved in HIV-1 fusion is necessary but not sufficient for blocking the virus entry.
core 1 O-glycan structure, Gal-GalNAc-O-Ser/Thr	increased level	Mucin (MUC) 1	MUC1	MUC1 protein, human|Mucin-1	Core 1 β1,3-galactosyltransferase (C1GALT1)	C1GALT1	C1GALT1 protein, human|Galactosyltransferases	diagnostic|prognostic|response	breast cancer	Breast Neoplasms		humans	breast cancer	Breast Neoplasms	25762620	C1GALT1 enhances breast cancer malignant progression through promoting MUC1-C/β-catenin signaling pathway.
HNK-1	unaltered level	myelin-associated glycoprotein		CD57 Antigens				diagnostic|prognostic	IgM monoclonal gammopathy|demyelinating polyneuropathy	Antigen-Antibody Reactions		Humans|Mice	sera	Humans|Mice	28403522	In this study we focused our attention on the trisaccharide human natural killer cell-1 (HNK-1), considered the antigenic determinant of myelin-associated glycoprotein and the target of clinically relevant auto-antibodies in autoimmune neurological disorders such as IgM monoclonal gammopathy and demyelinating polyneuropathy.
mucin type-O-glycans	increased level							diagnostic	Down syndrome	Down Syndrome		Humans	maternal plasma	Humans	25478570	Gene targets of the differentially expressed miRNAs were enriched in signaling pathways such as mucin type-O-glycans, ECM-receptor interactions, TGF-beta, and endocytosis, which have been previously associated with DS.
N-glycosylation	altered level	N-glycoprotein biomarkers		Neoplasm Proteins|Peptides	Trypsin		Trypsin	diagnostic|monitoring|prognostic	hepatocellular carcinoma (HCC)	Carcinoma, Hepatocellular		Humans	human plasma	Plasma	24434586	We previously found that nonglycosylated tryptic peptides adjacent to N-glycosylation sites differed in concentration between normal and hepatocellular carcinoma (HCC) plasma due to differences in steric hindrance of the glycan moiety in N-glycoproteins to tryptic digestion.
P63	increased level	Immunoglobulin M		Immunoglobulin M				predictive	clinically definite multiple sclerosis	Multiple Sclerosis		Humans	serum		23555846	Anti-glycan antibodies can be found in autoimmune diseases.
neutral and acidic carbohydrates	increased level	MUC5AC	MUC5AC	MUC5AC protein, human				diagnostic|monitoring	Inflammatory Bowel Diseases	Inflammatory Bowel Diseases		Humans	human fetal liver	Liver	23573304	These findings suggest that the DP cells have MUC1, MUC5AC and MUC6, and that remodeling DP, remodeled DP, and mature IBDs have MUC1, but not MUC5AC and MUC6.
neutral and acidic carbohydrates	increased level	MUC6	MUC6	Mucin-6				diagnostic|monitoring	Inflammatory Bowel Diseases	Inflammatory Bowel Diseases		Humans	human fetal liver	Liver	23573304	These findings suggest that the DP cells have MUC1, MUC5AC and MUC6, and that remodeling DP, remodeled DP, and mature IBDs have MUC1, but not MUC5AC and MUC6.
neutral and acidic carbohydrates	increased level	MUC1	MUC1	Mucin-1				diagnostic|monitoring	Inflammatory Bowel Diseases	Inflammatory Bowel Diseases		Humans	human fetal liver	Liver	23573304	These findings suggest that the DP cells have MUC1, MUC5AC and MUC6, and that remodeling DP, remodeled DP, and mature IBDs have MUC1, but not MUC5AC and MUC6.
aspartylglycosamine	increased level	Peptide:N-glycanase	PNG	Peptide-N4-(N-acetyl-beta-glucosaminyl) Asparagine Amidase				diagnostic	NGLY1-CDDG	Congenital Disorders of Glycosylation		Humans	Dried Blood Spot	Dried Blood Spot Testing	31311714	Thus, we here identified aspartylglycosamine as the first potential small-molecule biomarker in DBS for NGLY1-CDDG, making a biochemical diagnosis for NGLY1-CDDG potentially feasible.
T/Tn antigen	unaltered level	Morniga G		Plant Lectins				diagnostic|response	Neoplasms	Neoplasms	photodynamic therapy	Humans	Jurkat Cells	Jurkat Cells	21143236	Thus, owing to their binding and endocytosis capacities, plant lectins represent promising molecules for targeting of tumor glycan alteration and to enhance the efficiency of specific delivery of PSs to tumor cells.
CA199	increased level	monoclonal antibodies		Antigens, Tumor-Associated, Carbohydrate|carbohydrate antigen 199, human				diagnostic|prognostic	pancreatic cancer	Liver Diseases|Lung Diseases	diagnostic or prognostic biomarker	Humans	serum	Antigens, Tumor-Associated, Carbohydrate	30905455	The increased serum CA199 levels measured by using the monoclonal antibodies have been used as diagnostic or prognostic biomarker for pancreatic cancer.
CA199	increased level	monoclonal antibodies		Antigens, Tumor-Associated, Carbohydrate|carbohydrate antigen 199, human				diagnostic|prognostic	lung fibrosis	Lung Diseases		Humans	serum	Antigens, Tumor-Associated, Carbohydrate	30905455	patients with pancreatic cancer, lung fibrosis, cirrhosis, liver cancer, hepatitis, and pancreatitis had the highest media and mean serum CA199 levels with statistical significance based on the -Log<sub>10</sub>p values.
CA199	increased level	monoclonal antibodies		Antigens, Tumor-Associated, Carbohydrate|carbohydrate antigen 199, human				diagnostic|prognostic	cirrhosis	Liver Diseases		Humans	serum	Antigens, Tumor-Associated, Carbohydrate	30905455	patients with pancreatic cancer, lung fibrosis, cirrhosis, liver cancer, hepatitis, and pancreatitis had the highest media and mean serum CA199 levels with statistical significance based on the -Log<sub>10</sub>p values.
CA199	increased level	monoclonal antibodies		Antigens, Tumor-Associated, Carbohydrate|carbohydrate antigen 199, human				diagnostic|prognostic	liver cancer	Liver Diseases		Humans	serum	Antigens, Tumor-Associated, Carbohydrate	30905455	patients with pancreatic cancer, lung fibrosis, cirrhosis, liver cancer, hepatitis, and pancreatitis had the highest media and mean serum CA199 levels with statistical significance based on the -Log<sub>10</sub>p values.
CA199	increased level	monoclonal antibodies		Antigens, Tumor-Associated, Carbohydrate|carbohydrate antigen 199, human				diagnostic|prognostic	hepatitis	Liver Diseases		Humans	serum	Antigens, Tumor-Associated, Carbohydrate	30905455	patients with pancreatic cancer, lung fibrosis, cirrhosis, liver cancer, hepatitis, and pancreatitis had the highest media and mean serum CA199 levels with statistical significance based on the -Log<sub>10</sub>p values.
CA199	decreased level	monoclonal antibodies		Antigens, Tumor-Associated, Carbohydrate|carbohydrate antigen 199, human				diagnostic|prognostic	gout			Humans	serum	Antigens, Tumor-Associated, Carbohydrate	30905455	Unexpectedly, patients suffering from gout and anemia had significantly low CA199 levels compared to that of the healthy controls.
CA199	decreased level	monoclonal antibodies		Antigens, Tumor-Associated, Carbohydrate|carbohydrate antigen 199, human				diagnostic|prognostic	anemia			Humans	serum	Antigens, Tumor-Associated, Carbohydrate	30905455	Unexpectedly, patients suffering from gout and anemia had significantly low CA199 levels compared to that of the healthy controls.
PI-glycan	altered level	PI-anchored proteins		Antigens, Ly|Antigens, Surface|Thy-1 Antigens	PI-specific phospholipase C		Phosphoinositide Phospholipase C	diagnostic|monitoring	T cell activation	Lymphocyte Activation	Con A stimulation	Mice	T-Lymphocytes	T-Lymphocytes	1967276	Activation of T cells led to a marked decrease in the ability of PI-PLC to remove PI-anchored surface proteins from the activated T cells.
Lewis X	unaltered level	Cell Adhesion Molecules		Cell Adhesion Molecules	Glucosidases		Glucosidases								1381282	Synthesis of 1-deoxynojirimycin-containing glycans related to the Lewis X and sialyl-Lewis X epitopes recognized by LEC-CAMs.
N-glycan biosynthesis	increased level	GNPNAT1	GNPNAT1	GNPNAT1 protein, human	Glucosamine 6-Phosphate N-Acetyltransferase		Glucosamine 6-Phosphate N-Acetyltransferase	diagnostic|prognostic	breast cancer	Breast Neoplasms	immune checkpoints inhibitors	Humans	breast cancer tissues	Breast	37215111	GNPNAT1 was up-regulated in BRCA tissues compared with normal tissues which was subsequently verified in different cell lines and clinical tissue samples.
underglycosylated MUC1	increased level	MUC1	MUC1	Mucin-1				diagnostic|prognostic	pancreatic cancer	Pancreatic Neoplasms	adoptive transfer of CTLs	Mice	pancreatic tumors	Carcinoma, Acinar Cell	10975866	The tumors express large amounts of underglycosylated MUC1 similar to humans.
Sialic acid residues	increased level	SARS-CoV-2 spike glycoprotein	Spike	Spike Glycoprotein, Coronavirus				diagnostic|prognostic	Covid-19	COVID-19		Humans	CD33 myeloid derived suppressor cells	Antigens, CD|Antigens, Differentiation, Myelomonocytic	33254494	Early data have confirmed extremely high-level increase of CD33 MDSC numbers in severe Covid-19 infection, consistent with the proposed mechanism.
Sialic acid residues	increased level	SARS-CoV-2 spike glycoprotein	Spike	Spike Glycoprotein, Coronavirus				risk	Alzheimer's disease			Humans	CD33 myeloid derived suppressor cells	Antigens, CD|Antigens, Differentiation, Myelomonocytic	33254494	CD33 expression is increased in persons with the CD33 rs3865444 CC allele, associated with Alzheimer's disease, who would thus show enhanced susceptibility.
glycan vibrations	decreased level	Fibrillin-1	FBN1	Fibrillin-1				diagnostic|monitoring	Marfan syndrome	Marfan Syndrome	Raman microspectroscopy	mouse	skin	Skin	27956365	Interestingly, results obtained from GT8 dermis and skin models showed similar alterations in molecular signatures triggered by fibrillin-1 deficiency such as amide III vibrations and decreased levels of glycan vibrations.
GlycA	increased level	acute phase proteins		Biomarkers|Lipoproteins|Polysaccharides				predictive|prognostic|risk	coronary artery disease	Cardiovascular Diseases		Humans	serum		27811210	GlycA was associated with presence [odds ratio (OR) 1.07 (1.02-1.13), P = 0.01] and extent [OR 1.08 (1.03, 1.12) P < 0.0005] of coronary artery disease and with all-cause mortality [hazard ratio (HR) 1.34 (1.29-1.39), P < 0.0001], cardiovascular mortality [1.37 (1.30-1.45), P < 0.0001] and noncardiovascular mortality [1.46 (1.39-1.54) P < 0.0001] in models adjusted for 10 cardiovascular risk factors.
GlycA	increased level	acute phase proteins		Biomarkers|Lipoproteins|Polysaccharides				predictive|prognostic|risk	all-cause mortality			Humans	serum		27811210	GlycA was associated with presence [odds ratio (OR) 1.07 (1.02-1.13), P = 0.01] and extent [OR 1.08 (1.03, 1.12) P < 0.0005] of coronary artery disease and with all-cause mortality [hazard ratio (HR) 1.34 (1.29-1.39), P < 0.0001], cardiovascular mortality [1.37 (1.30-1.45), P < 0.0001] and noncardiovascular mortality [1.46 (1.39-1.54) P < 0.0001] in models adjusted for 10 cardiovascular risk factors.
GlycA	increased level	acute phase proteins		Biomarkers|Lipoproteins|Polysaccharides				predictive|prognostic|risk	cardiovascular mortality			Humans	serum		27811210	GlycA was associated with presence [odds ratio (OR) 1.07 (1.02-1.13), P = 0.01] and extent [OR 1.08 (1.03, 1.12) P < 0.0005] of coronary artery disease and with all-cause mortality [hazard ratio (HR) 1.34 (1.29-1.39), P < 0.0001], cardiovascular mortality [1.37 (1.30-1.45), P < 0.0001] and noncardiovascular mortality [1.46 (1.39-1.54) P < 0.0001] in models adjusted for 10 cardiovascular risk factors.
GlycA	increased level	acute phase proteins		Biomarkers|Lipoproteins|Polysaccharides				predictive|prognostic|risk	noncardiovascular mortality			Humans	serum		27811210	GlycA was associated with presence [odds ratio (OR) 1.07 (1.02-1.13), P = 0.01] and extent [OR 1.08 (1.03, 1.12) P < 0.0005] of coronary artery disease and with all-cause mortality [hazard ratio (HR) 1.34 (1.29-1.39), P < 0.0001], cardiovascular mortality [1.37 (1.30-1.45), P < 0.0001] and noncardiovascular mortality [1.46 (1.39-1.54) P < 0.0001] in models adjusted for 10 cardiovascular risk factors.
Lacto-N-fucopentaose III (LNFPIII)	increased level	Arginase 1	Arg1	Arginase				diagnostic|monitoring|response				Mice	peritoneal macrophages	Macrophages, Peritoneal	18373667	Examination of peritoneal exudate cells from mice 20 hr post-LNFPIII injection demonstrated increased Arginase 1 activity, at the mRNA and protein levels, coincident with undetectable inducible nitric oxide synthase expression or nitric oxide production.
Lacto-N-fucopentaose III (LNFPIII)	increased level	Ym1						diagnostic|monitoring|response				Mice	peritoneal macrophages	Macrophages, Peritoneal	18373667	Ym1 expression was also significantly upregulated at 20 and 48 hr after LNFPIII exposure in vivo.
Gal(beta1-O)Thr	increased level	asialofetuin		Asialoglycoproteins|Fetuins|asialofetuin				diagnostic				Humans	blood		18471425	(Glyco)Peptides with up to 66-fold potency relative to free lactose as inhibitor were characterized.
Gal(beta1-S)Cys/Gal(beta1-N)Asn	increased level	asialofetuin		Asialoglycoproteins|Fetuins|asialofetuin				diagnostic				Humans	blood		18471425	(Glyco)Peptides with up to 66-fold potency relative to free lactose as inhibitor were characterized.
Lac(beta1-O)Thr	increased level	asialofetuin		Asialoglycoproteins|Fetuins|asialofetuin				diagnostic				Humans	blood		18471425	(Glyco)Peptides with up to 66-fold potency relative to free lactose as inhibitor were characterized.
lactose	increased level	neoglycoproteins		Glycoproteins				prognostic	Dukes B colorectal cancer	Colonic Neoplasms	adjuvant therapy	Humans	tumor tissue	Colonic Neoplasms	15254722	Strong expression of lactose-binding sites in the peritumoral connective tissue especially in terms of the labeling index was significantly correlated with reduced survival in Dukes B patients (p=0.02).
Sialyl-Lewis(x)	loss of structure	P-selectin glycoprotein ligand-1	P-selectin	Membrane Glycoproteins|Sialyl Lewis X Antigen	C2GnT1	C2GnT1	beta-Galactoside alpha-2,3-Sialyltransferase|ST3GAL1 protein, human	diagnostic|monitoring	Dendritic Cells	Dendritic Cells		human	monocyte-derived dendritic cells	Dendritic Cells	17947642	Sialyl-Lewis(x) (sLe(x)), a glycan involved in extravasation via selectin binding, was found to be expressed exclusively on P-selectin glycoprotein ligand-1 in monocytes and immature DC.
HNK-1 epitope	unaltered level	glucuronyltransferase GlcAT-P		Asialoglycoproteins|CD57 Antigens|Epitopes|Oligosaccharides|Orosomucoid|asialoorosomucoid	glucuronyltransferase		Glucuronosyltransferase					Rats	brain	Brain	11511812	The acceptor specificity of a rat brain glucuronyltransferase, GlcAT-P, associated with biosynthesis of the HNK-1 epitope on glycoproteins, was investigated using asialoorosomucoid as a model acceptor substrate.
sialo-N- and O-glycans	decreased level	human alpha 1-acid glycoprotein		Orosomucoid								Humans			7545902	The binding properties of mistletoe toxic lectin-I (ML-I) with sialo-N- and O-glycans were investigated by quantitative precipitin and precipitin inhibition assays.
sialo-N- and O-glycans	decreased level	native fetuin		alpha-Fetoproteins								Humans			7545902	Native fetuin precipitated 50% of the ML-I added, and its reactivity was reduced by 20% after desialylation.
sialic acid	increased level	rat sublingual sialoglycoprotein										Rattus norvegicus			7545902	On the contrary, the poor reactivity of rat sublingual sialoglycoprotein with ML-I increased substantially after removal of sialic acid and completely precipitated the lectin added.
sialic acid	increased level	bovine submandibular glycoproteins										Bos taurus			7545902	However, sialic acid of some O-glycans also acts as masking molecule as the precipitability of rat sublingual and bovine submandibular glycoproteins with ML-I increased after desialylation.
STn glycoform	increased level	CD44	CD44	Glycoproteins	N-Acetylgalactosaminyltransferases	GalNAc-T5	N-Acetylgalactosaminyltransferases	diagnostic|prognostic	gastric cancer	Stomach Neoplasms		Humans	gastric cancer tissue	Cell Line, Tumor	25813380	A proximity ligation assay was used to show that CD44 was expressed with the STn glycoform in gastric cancer tissues.
glycosylation	altered level	Env	env	Gene Products, env				diagnostic|predictive|prognostic	Simian Immunodeficiency Virus	Simian Immunodeficiency Virus	vaccines	Macaca mulatta	CD4-Positive T-Lymphocytes	CD4-Positive T-Lymphocytes	11937557	the data suggest that extensive glycosylation of SU may provide yet another immune escape mechanism developed by lentiviruses to restrict the breadth of Th repertoire to SU, a major immunologically exposed protein of the virus.
sialylated MUC4β	increased level	MUC4	MUC4	MUC4 protein, human	ST6GAL1	ST6GAL1	ST6GAL1 protein, human	diagnostic|monitoring|prognostic	asthma	Asthma		Humans	airway specimens	Epithelial Cells	30730306	Levels of a sialylated MUC4β isoform were found to be increased in airway specimens from asthmatic patients in association with T2 inflammation.
Lewis x	loss of structure	Wheat Germ Agglutinin		Wheat Germ Agglutinins	alpha (1,3)fucosyltransferase		Fucosyltransferases					Humans			7881171	alpha (1,3)fucosylation of the (1 --> 6)-linked branch of lacto-N-neohexaose was associated with a dramatic loss of WGA affinity.
Lewis X	unaltered level	glycoproteins		Glycoproteins				diagnostic	Schistosomiasis	Antigens, Helminth		Schistosoma mansoni	cercarial O-glycans	Schistosoma mansoni	11425800	For the infective cercarial stage, Lewis X has been structurally identified on glycosphingolipids and N-glycans of total glycoprotein extracts.
multifucosylated sequence	unaltered level	glycoproteins		Glycoproteins				diagnostic	Schistosomiasis	Antigens, Helminth		Schistosoma mansoni	cercarial O-glycans	Schistosoma mansoni	11425800	a population of multifucosylated glycoproteins were found to carry a unique terminal sequence, +/-Fuc alpha1-->2Fuc alpha1-->[3GalNAc beta1-->4(Fuc alpha1-->2Fuc alpha1--> 2Fuc alpha1-->3) GlcNAc beta1-->3Gal alpha1-->](n), on their O-glycans.
multi-antennary sialylated N-glycolylneuraminic acid (Neu5Gc)	increased level	UMOD	UMOD	Uromodulin	sialyltransferases		Sialyltransferases	diagnostic|monitoring	bladder cancer	Urinary Bladder Neoplasms		Humans	urine	Urinary Bladder Neoplasms	35853560	Primary BCa patients had higher levels of LIP-bound Neu5Gc in urine than healthy participants and patients receiving postoperative treatment did.
glycophosphatidylinositol	decreased level	CD34	CD34	Antigens, CD34				diagnostic|monitoring|response	Paroxysmal nocturnal haemoglobinuria	Hemoglobinuria, Paroxysmal	allogeneic stem cell transplant	Humans	peripheral blood	Humans	12953138	No glycophosphatidylinositol-deficient cells in peripheral blood could be detected by flow cytometry 40 and 100 days after transplant.
Fucosylated haptoglobin	decreased level	Haptoglobin	HP	Haptoglobins				diagnostic	Pancreatic cancer	Pancreatic Neoplasms		Humans	serum		30189188	Interestingly, we found that serum Fuc-Hpt levels were dramatically lower in the Hpt1-1 phenotype for both types of ELISA.
Fucosylated haptoglobin	increased level	Haptoglobin	HP	Haptoglobins				diagnostic	Pancreatic cancer	Pancreatic Neoplasms		Humans	serum		30189188	For Hpt2-1 and Hpt2-2, we observed significantly increased serum Fuc-Hpt levels in patients with pancreatic cancer.
	unaltered level	phosphatidylinositol glycan anchor biosynthesis, class W		Genetic Markers|DNA								Brycon amazonicus	DNA	DNA	22527611	While one of the isolated fragments showed a significant identity with a described protein gene (phosphatidylinositol glycan anchor biosynthesis, class W), the other fragment, composed of 535 bp, corresponds to a novel DNA marker.
phosphatidylinositol glycan (PIG)	unaltered level	Fc gamma RIII (CD16)		Immunoglobulin G								Humans	NK cells	Killer Cells, Natural	2531918	The NK cell isoform was not expressed on the surface of COS cells unless cotransfected with a subunit that was expressed in NK cells and that was identical to the gamma subunit of the high affinity IgE Fc receptor (Fc epsilon RI).
N-glycan	increased level	Immunoglobulin Isotypes		Biomarkers|Immunoglobulin Isotypes|Polysaccharides				diagnostic	antibody-mediated rejection	Graft Rejection		Humans	serum	Humans	28786963	We determined if the serum N-glycan profile can be used as a diagnostic marker of antibody-mediated rejection (ABMR) in living donor kidney transplant (LKTx) recipients.
Lewis x antigen	increased level	alpha1,3 fucosyltransferase	CEFT-1	Lewis X Antigen	alpha1,3 fucosyltransferase		Fucosyltransferases	risk				Caenorhabditis elegans	adult C.elegans	Caenorhabditis elegans	9675224	Although C. elegans glycoconjugates do not express the Lewis x antigen Galbeta1-->4[Fucalpha1-->3]GlcNAcbeta-->R, detergent extracts of adult C.elegans contain an alpha1,3FT that can fucosylate both nonsialylated and sialylated acceptor glycans to generate the Lex and sialyl Lex antigens.
blood group H type 2 (BG-H)	increased level	MUC1	MUC1					diagnostic|monitoring	Helicobacter pylori infection	Helicobacter pylori		Humans	Human gastric epithelium	Gastric Mucosa	26074691	NCI-hTERT-CL5 mucins were shown to be decorated with blood group H type 2 (BG-H), Lewis-x (Le(x)), Le(y) and Le(a) and, in a less extent, with BG-A antigens.
Lewis-x (Le(x))	increased level	MUC1	MUC1					diagnostic|monitoring	Helicobacter pylori infection	Helicobacter pylori		Humans	Human gastric epithelium	Gastric Mucosa	26074691	NCI-hTERT-CL5 mucins were shown to be decorated with blood group H type 2 (BG-H), Lewis-x (Le(x)), Le(y) and Le(a) and, in a less extent, with BG-A antigens.
Le(y)	increased level	MUC1	MUC1					diagnostic|monitoring	Helicobacter pylori infection	Helicobacter pylori		Humans	Human gastric epithelium	Gastric Mucosa	26074691	NCI-hTERT-CL5 mucins were shown to be decorated with blood group H type 2 (BG-H), Lewis-x (Le(x)), Le(y) and Le(a) and, in a less extent, with BG-A antigens.
Le(a)	increased level	MUC1	MUC1					diagnostic|monitoring	Helicobacter pylori infection	Helicobacter pylori		Humans	Human gastric epithelium	Gastric Mucosa	26074691	NCI-hTERT-CL5 mucins were shown to be decorated with blood group H type 2 (BG-H), Lewis-x (Le(x)), Le(y) and Le(a) and, in a less extent, with BG-A antigens.
glycan shield	altered level	HIV Envelope Protein gp120		HIV Envelope Protein gp120				diagnostic|predictive	HIV-1	HIV-1		Humans	HEK293 Cells	HEK293 Cells	27820858	The different trimer conformations identified will affect the specificity and breadth of nabs elicited in vivo and are important to consider in design of Env immunogens for vaccines.
β-glycan	increased level	Fatty Acid Binding Protein 2	FABP2	FABP2 protein, human				diagnostic	COVID-19	COVID-19		Humans	Enterocytes	Enterocytes	36335131	We propose that the reduced circulating FABP2 in moderate to severe COVID-19 is a marker of infected enterocyte functional change rather than gut damage, which could also contribute to the development of hypolipidemia in patients with more severe disease.
	unaltered level	Mesothelin	MSLN	Mesothelin|MSLN protein, human				diagnostic|prognostic	cancers			Humans	mesothelium	Humans	38703776	Mesothelin (MSLN) is a cell-surface glycoprotein expressed at low levels on normal mesothelium but overexpressed in many cancers.
	unaltered level	Mucin-16/CA125	MUC16	CA-125 Antigen|MUC16 protein, human				diagnostic|prognostic	cancers			Humans	mesothelium	Humans	38703776	Mucin-16/CA125 is an enormous cell-surface glycoprotein, also normally expressed on mesothelium and implicated in the progression and metastasis of several cancers.
Neu5Acalpha2-3Galbeta1-4Glc	unaltered level							diagnostic	CA-19-9 Antigen	CA-19-9 Antigen					9451024	It is shown that 13C isotopic enrichment of the trisaccharide at a level >95% enables straightforward measurement of trans-glycosidic 1H-13C and 13C-13C coupling constants and a Karplus-type relation is derived for the latter.
glycan	altered level	Galactosidase		Galactosidases	α1-3,4,6-galactosidase|β1-3-galactosidase		Galactosidases	response	Echinococcosis	Echinococcosis	therapeutical in vivo administration of the enzymes	Echinococcus multilocularis	metacestode	Echinococcus multilocularis	32739918	Our experiments demonstrated that the parasite vesicular structure can be directly destroyed by adding galactosidases into the in vitro culture system, resulting in the fact that the parasite metacestode vesicles could not anymore infect and develop in mice after this glycan digestion.
disialosyl globopentaosylceramide (DSGb5 (d18:1/16:0))	increased level							diagnostic|monitoring|prognostic	renal cell carcinoma	Carcinoma, Renal Cell		Humans	urine	Body Fluids	38612906	LC-MS/MS analysis of urine samples from clear cell RCC (ccRCC) patients and healthy controls showed a significant increase in the peak intensity of urinary DSGb5 (d18:1/16:0) in the ccRCC group compared with that in the control group.
N-glycans	increased level	L-hyosophorin		hyosophorin protein, Fish	acid PNGase M			diagnostic				Oryzias latipes	embryos	Fish Proteins|Glycopeptides|Glycoproteins	10460830	Several independent lines of evidence suggested that acid PNGase M may be responsible for the unusual accumulation of free N-glycans derived from yolk glycoproteins.
L-hyosophorin	decreased level	L-hyosophorin		hyosophorin protein, Fish	neutral PNGase M			diagnostic				Oryzias latipes	embryos	Fish Proteins|Glycopeptides|Glycoproteins	10460830	the expression of the neutral PNGase M activity occurs concomitantly with the de-N-glycosylation of L-hyosophorin.
