glycan_entity	glycan_entity_change	glycoprotein_entity_name	glycoprotein_gene_name	glycoprotein_mapped	glycoenzyme_entity_name	glycoenzyme_gene_name	glycoenzyme_mapped	biomarker_role	disease_name	disease_mapped	medical_intervention	organism	specimen_type	specimen_mapped	pmid	sentence_in_abstract
glycan-dependent epitopes	undetermined	HIV-1 glycoproteins		HIV Envelope Protein gp120|gp120 protein, Human immunodeficiency virus 1					human immunodeficiency virus type 1 infection	HIV Infections|HIV-1		Humans	serum		19922969	The outer domain epitopes include glycan-dependent epitopes (2 subjects), conserved nonlinear epitope in the V3 region (2 subjects), and a CD4BS epitope composed mainly of the elements in the outer domain (1 subject).
Lewis x (Lex)	acquisition of structure								Schistosomiasis	Schistosomiasis		Schistosoma haematobium|Schistosoma japonicum	Glycoproteins	Glycoproteins	9592128	Several high molecular weight glycoproteins in both S. haematobium and S. japonicum contain the Lexantigen, but no sialyl Lexantigen was detected.
sialyl Lewis x (sLex)	loss of structure								Schistosomiasis	Schistosomiasis		Schistosoma haematobium|Schistosoma japonicum	Glycoproteins	Glycoproteins	9592128	Several high molecular weight glycoproteins in both S. haematobium and S. japonicum contain the Lexantigen, but no sialyl Lexantigen was detected.
polysialic acid	unaltered level	NCAM	Ncam1	CD56 Antigen|Ncam1 protein, mouse|Neural Cell Adhesion Molecule L1|polysialyl neural cell adhesion molecule	ST8SIA2|ST8SIA4	St8sia2|St8sia4	CMP-N-acetylneuraminate-poly-alpha-2,8-sialosyl sialyltransferase|Sialyltransferases|ST8SiaIV protein, mouse	response	demyelinating diseases	Demyelinating Diseases	cuprizone treatment	mouse	oligodendrocyte precursors	Oligodendroglia	28760868	Polysialic acid is a glycan modification of the neural cell adhesion molecule (NCAM) produced by the polysialyltransferases ST8SIA2 and ST8SIA4.
polysialic acid	unaltered level	NCAM	Ncam1	CD56 Antigen|Ncam1 protein, mouse|Neural Cell Adhesion Molecule L1|polysialyl neural cell adhesion molecule	ST8SIA2|ST8SIA4	St8sia2|St8sia4	CMP-N-acetylneuraminate-poly-alpha-2,8-sialosyl sialyltransferase|Sialyltransferases|ST8SiaIV protein, mouse		multiple sclerosis			mouse	oligodendrocyte precursors	Oligodendroglia	28760868	Polysialic acid has been detected in multiple sclerosis plaques, but its beneficial or adverse role in remyelination is elusive.
Glycan metabolic signalling	undetermined							prognostic	HER2+:ERα- breast cancer			Humans	tumor initiating cells	Neoplastic Stem Cells	28632792	We show that three major biological pathways: cell proliferation, immune response, and cell migration, drive the prognostic power of HTICS, which is further tuned by Homeostatic and Glycan metabolic signalling.
S121 epitope	increased level	mucin 5AC		Mucin 5AC				diagnostic|prognostic	cholangiocarcinoma	Cholangiocarcinoma	tumor removal	human	serum		21287531	The level of serum S121 from patients with CCA was reduced significantly after tumor removal, indicating the tumor origin of this antigen.
Lewis X	altered level				Fut9		Fucosyltransferases|galactoside 3-fucosyltransferase		neural stem cell maintenance			mouse	embryonic brain	Embryo, Mammalian	23986452	We found that the number of NSCs was increased in the brain of Fut9(-/-) embryos, suggesting that Fut9-synthesized Le(X) is dispensable for the maintenance of NSCs.
Lewis X	altered level				Fut10		Fucosyltransferases|galactoside 3-fucosyltransferase		neural stem cell maintenance			mouse	embryonic brain	Embryo, Mammalian	23986452	Overexpression of Fut10 enhanced the self-renewal of NSCs.
Tn epitope	altered level							prognostic	breast cancer	Breast Neoplasms		Humans	cancer cells	Breast Neoplasms	7537516	The expression of complex carbohydrates recognised by Helix pomatia lectin (HPA, nominal monosaccharide binding specificity alpha-GalNAc) has been shown to predict unfavourable prognosis in breast and other cancers.
blood group A antigen	altered level							prognostic	breast cancer	Breast Neoplasms		Humans	cancer cells	Breast Neoplasms	7537516	The expression of complex carbohydrates recognised by Helix pomatia lectin (HPA, nominal monosaccharide binding specificity alpha-GalNAc) has been shown to predict unfavourable prognosis in breast and other cancers.
mannose	unaltered level	CBPs		Protozoan Proteins					Chagas' disease			Trypanosoma cruzi	epimastigotes and trypomastigotes		7538111	The specificity of binding of the two CBPs seems to be mediated by galactose and mannose residues.
galactose	unaltered level	CBPs		Protozoan Proteins					Chagas' disease			Trypanosoma cruzi	epimastigotes and trypomastigotes		7538111	The specificity of binding of the two CBPs seems to be mediated by galactose and mannose residues.
sialyl-Lewis(X)	unaltered level	E-selectin		E-Selectin											11744633	Selectin/mannose-binding protein chimeras created by transfer of key sequences from E-selectin into mannose-binding protein have previously been shown to bind the selectin ligand sialyl-Lewis(X) through a Ca(2+)-dependent subsite, common to many C-type lectins, and an accessory site containing positively charged amino acid residues.
sulfatide	unaltered level	E-selectin		E-Selectin											11744633	Selectin-like binding to the nonfucosylated sulfatide and sulfoglucuronyl glycolipids can also be reproduced with selectin/mannose-binding protein chimeras that contain the two subsites involved in sialyl-Lewis(X) binding.
sulfoglucuronyl glycolipids	unaltered level	E-selectin		E-Selectin											11744633	Selectin-like binding to the nonfucosylated sulfatide and sulfoglucuronyl glycolipids can also be reproduced with selectin/mannose-binding protein chimeras that contain the two subsites involved in sialyl-Lewis(X) binding.
Galbeta1,4(Fucalpha1,3)GlcNAc (Lex)	unaltered level	DC-SIGN		DC-specific ICAM-3 grabbing nonintegrin					Schistosoma mansoni infection	Schistosoma mansoni		Humans	dendritic cells	Endothelial Cells	15184372	The dendritic cell-specific C-type lectin DC-SIGN functions as a pathogen receptor that recognizes Schistosoma mansoni egg antigens through its major glycan epitope Galbeta1,4(Fucalpha1,3)GlcNAc (Lex).
Lea, Leb, and Ley	unaltered level	L-SIGN		CLEC4M protein, human					Schistosoma mansoni infection	Schistosoma mansoni		Humans	liver sinusoidal endothelial cells	Endothelial Cells	15184372	L-SIGN, a highly related homologue of DC-SIGN found on liver sinusoidal endothelial cells, binds to S. mansoni egg antigens but not to the Lex epitope.
V1V2 glycan Env	unaltered level	HIV-1 Env		env Gene Products, Human Immunodeficiency Virus				response	HIV-1 transmission	HIV Infections|HIV-1		Macaca mulatta	mucosal	Macaca mulatta	24990883	Despite its comparable or greater neutralization potency in vitro, the anti-CD4 antibody did not provide effective protection in vivo, whereas the HIV-1-specific mAbs VRC01, 10E8, and PG9, targeting the CD4 binding site, membrane-proximal, and V1V2 glycan Env regions, respectively, conferred complete protection, albeit at different relative potencies.
sialyl-Lewis(a)	increased level			CA-19-9 Antigen				predictive	epithelial tumors of the gastrointestinal tract		sLe(a)-KLH vaccine	Humans	epithelial tumors	Neoplasms, Experimental	21343375	The carbohydrate antigen sialyl-Lewis(a) (sLe(a)), also known as CA19.9, is widely expressed on epithelial tumors of the gastrointestinal tract and breast and on small-cell lung cancers.
sialyl-Lewis(a)	increased level			CA-19-9 Antigen				predictive	breast cancer		sLe(a)-KLH vaccine	Humans	breast tumors	Neoplasms, Experimental	21343375	The carbohydrate antigen sialyl-Lewis(a) (sLe(a)), also known as CA19.9, is widely expressed on epithelial tumors of the gastrointestinal tract and breast and on small-cell lung cancers.
sialyl-Lewis(a)	increased level			CA-19-9 Antigen				predictive	small-cell lung cancer		sLe(a)-KLH vaccine	Humans	lung tumors	Neoplasms, Experimental	21343375	The carbohydrate antigen sialyl-Lewis(a) (sLe(a)), also known as CA19.9, is widely expressed on epithelial tumors of the gastrointestinal tract and breast and on small-cell lung cancers.
glycosylphosphatidylinositol (GPI) anchors	loss of structure	CD59		CD59 Antigens				diagnostic	Pig-A gene mutation		N-ethyl-N-nitrosourea (ENU) treatment	rat	red blood cells	Erythrocytes	18626999	Anti-CD59 was used to detect GPI-anchored proteins on red blood cells (RBCs), and anti-CD48 was used to detect GPI-anchored proteins on spleen T-cells.
glycosylphosphatidylinositol (GPI) anchors	loss of structure	CD48		CD48 Antigen				diagnostic	Pig-A gene mutation		N-ethyl-N-nitrosourea (ENU) treatment	rat	spleen T-cells	T-Lymphocytes	18626999	Anti-CD59 was used to detect GPI-anchored proteins on red blood cells (RBCs), and anti-CD48 was used to detect GPI-anchored proteins on spleen T-cells.
fucosylated glycans	loss of structure					SLC35C1			Leukocyte adhesion deficiency type 2	Leukocyte-Adhesion Deficiency Syndrome		Humans	cell surface		33391282	LAD type 2 (LAD2) is caused by mutations in the SLC35C1 gene leading to a generalized loss of expression of fucosylated glycans on the cell surface.
mannosides	unaltered level	Langerin		CD207 protein, human					malignancies	Neoplasms		human	epithelial cells	Epidermal Cells	12588002	Remarkably, access to the carbohydrate recognition domain of Langerin appeared to be impaired in proliferatively active environments (malignancies, hair follicles), indicating presence of an endogenous ligand with high affinity to saturate the C-type lectin under these conditions.
oligosaccharides	undetermined	HIV Envelope Protein gp120		HIV Envelope Protein gp120					human immunodeficiency virus, type 1			Humans	cell lines	Humans	14970226	Disaccharide competitors and glycan chip analysis showed that DC-SIGN has a preference for oligosaccharides linked in an alpha-anomeric configuration.
Tn antigen	acquisition of structure			Tn antigen	Cosmc		Molecular Chaperones	risk	colorectal cancer	Colorectal Neoplasms		Humans	CRC cells	Humans	30637914	Here we investigated the effects of Core 1 β3Gal-T specific molecular chaperone (Cosmc) deletion-mediated Tn antigen exposure on CRC metastasis and its underlying mechanism.
N276-glycan	unaltered level	HIV Envelope Protein gp120		HIV Envelope Protein gp120					HIV Infections	HIV Infections	AIDS Vaccines	Humans			31315032	This longitudinal study of broadly neutralizing VRC01-class antibody lineage reveals early binding to the N276-glycan during affinity maturation, which may have implications for vaccine design.
mannose	increased level	trastuzumab-dkst		Trastuzumab					breast cancer	Breast Neoplasms		cynomolgus monkeys			34289749	Twelve of 13 glycan species were highly similar, with slightly higher total mannose levels in trastuzumab-dkst.
glycan	altered level								secondary plasma cell leukemia	Leukemia, Plasma Cell		Humans	plasma cells	Tumor Cells, Cultured	28038447	Gene ontology analysis indicated a metabolic shift towards aerobic glycolysis in sPCL as well as marked down-regulation of enzymes involved in glycan synthesis, potentially mediating altered glycosylation of surface receptors.
sialic acid addition to glycan side chains of Ii	undetermined	invariant chain		invariant chain								Humans	lymphoblastoid cell line 174 x CEM.T2 (T2) and its class II-positive parental cell line 174 x CEM.T1 (T1)	Cell Line	7750992	We found a similar proportion of Ii being transported to the Golgi complex in T1 and T2, as monitored by the degree of sialic acid addition to glycan side chains of Ii.
sialylated glycans	altered level	MUC1		Mucin-1				prognostic	ovarian clear cell adenocarcinoma	Adenocarcinoma, Clear Cell|Ovarian Neoplasms		Humans	ovarian clear cell carcinoma cells	Ovarian Neoplasms	17711507	A monoclonal antibody (mAb) MY.1E12 was applied to detect MUC1 with sialylated glycans in a total of 55 formalin-fixed, paraffin-embedded surgical specimens of ovarian clear cell adenocarcinomas.
Galectin-1	increased level			Galectin 1				diagnostic	classical Hodgkin lymphoma	Hodgkin Disease		Humans	Reed-Sternberg cells	Reed-Sternberg Cells	18519761	Gal1 is selectively expressed by malignant Reed-Sternberg cells in >90% of primary cHLs, and Gal1 expression is concordant with the activated AP1 component, c-Jun.
Galectin-1	increased level			Galectin 1				diagnostic	anaplastic large cell lymphoma	Lymphoma, Large-Cell, Anaplastic		Humans	Reed-Sternberg cells	Reed-Sternberg Cells	18519761	However, anaplastic large cell lymphoma (ALCL), consistently expresses both Gal1 and its transcriptional regulator, c-Jun.
galectin-1	decreased level			Galectin 1				response	Graft Rejection	Graft Rejection	Cyclosporine A	Rats	uterine grafts	Uterus	22502817	The mRNA levels of galectin-1 were decreased in the rejected uteri and were higher in the CsA-treated.
galectin-1	increased level			Galectin 1				response	Graft Rejection	Graft Rejection	Cyclosporine A	Rats	uterine grafts	Uterus	22502817	The mRNA levels of galectin-1 were decreased in the rejected uteri and were higher in the CsA-treated.
sialyl-Lewis X/A	increased level				α-1,3/4-fucosyltransferases		Fucosyltransferases	risk	invasive ductal carcinoma	Carcinoma, Ductal, Breast		human	breast cancer tissue	Breast Neoplasms	29215790	Breast cancer tissue overexpresses fucosylated glycans, such as sialyl-Lewis X/A (sLeX/A), and α-1,3/4-fucosyltransferases (FUTs) in relation to increased disease progression and metastasis.
sialyl-Lewis X/A	decreased level				α-1,3/4-fucosyltransferases		Fucosyltransferases	response	invasive ductal carcinoma	Carcinoma, Ductal, Breast	2-fluorofucose (2-FF)	human	CF1_T cell line	Cell Line, Tumor	29215790	Treatment with 2-fluorofucose (2-FF), a fucosylation inhibitor, completely abrogated its sLeX/A expression and dramatically reduced adherence of CF1_T cells to E-selectin under hemodynamic flow conditions.
N-glycans	loss of structure	anti-PD1 IgG4 monoclonal antibody		Antibodies, Monoclonal				response	cancer		immunotherapy	Nicotiana benthamiana	leaves	Nicotiana	31645587	Our results showed that both antibodies have similar protein structures, and the N-glycans on the plant-produced antibody lacks plant-specific structures.
core 2 branching structure on O-glycans	increased level				core 2 β1,6-N-acetylglucosaminyl transferase 1 (C2GnT1)		N-Acetylglucosaminyltransferases|beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-acetylglucosaminyl transferase	prognostic	endometrial carcinoma	Carcinoma, Endometrioid|Endometrial Neoplasms		Humans	endometrium		23617619	The expression of C2GnT1 was significantly higher in endometrial carcinoma (PI = 8.31 ± 15.29) than in normal endometrium (PI = 0.52 ± 1.24) (P < 0.0005).
GalNAc-containing oligosaccharides	increased level	T200 glycoproteins		Membrane Proteins					cytolytic activity	Cytotoxicity, Immunologic	IL 2	rat	T cell hybridoma	Hybridomas	2418106	Binding experiments using lectins indicated that an increase in GalNAc-containing oligosaccharides also occurred on activation of the hybrid.
N-glycans	unaltered level								Candidiasis	Candidiasis		Mice	spleen cells		26901413	ArtinM is a D-mannose-binding lectin extracted from the seeds of Artocarpus heterophyllus that interacts with TLR2 N-glycans and activates antigen-presenting cells (APCs), as manifested by IL-12 production.
mannosylated lipoarabinomannan	altered level	DC-specific ICAM-3 grabbing nonintegrin		DC-specific ICAM-3 grabbing nonintegrin					impaired dendritic cell maturation			Humans	Dendritic Cells	Dendritic Cells	22014390	Surface molecules were dramatically down-regulated in DCs primed with manLAM but not in mock control DCs (P<0.05).
glycan moieties	altered level								HIV-1	HIV-1		Humans|Camelids, New World	T cells|macrophages	T-Lymphocytes|Macrophages	25700025	We found that three CD4 binding site antibodies, one from an immunised llama (J3) and two isolated from HIV-1-positive patients (VRC01 and HJ16) neutralised cell-cell spread between T cells, while antibodies specific for glycan moieties (2G12, PG9, PG16) and the MPER (2F5) displayed variable efficacy.
N-acetylhexosamine-sialic acid	loss of structure	transferrin receptor protein 1		Receptors, Transferrin	ST6GALNACIII		Neu5Ac N-acetylgalactosamine 2,6-sialyltransferase		non-small cell lung cancer	Carcinoma, Non-Small-Cell Lung|Lung Neoplasms		Humans	A549 cells	Cell Line, Tumor	34461439	Liquid chromatography with tandem mass spectrometry revealed that two glycopeptides of transferrin receptor protein 1 (TFR1) containing N-acetylhexosamine-sialic acid were not detected in ST6GALNACIII-depleted A549 cells compared with control cells.
sialyl-Lewis(x) tetrasaccharide	loss of structure	C1 inhibitor		Complement C1 Inactivator Proteins				response	inflammatory diseases		plasma C1INH	Humans|Mice	leukocyte	Leukocytes	15879149	We have shown that C1INH expresses the sialyl-Lewis(x) tetrasaccharide on its N-linked glycan, via which it binds to E- and P-selectins and interferes with leukocyte-endothelial adhesion in vitro.
glycans	unaltered level	DC-SIGN		DC-specific ICAM-3 grabbing nonintegrin				response	cancer		anti-cancer vaccination	human	dendritic cells	Humans	29963041	DC-SIGN is an antigen uptake receptor expressed on dendritic cells (DCs) with specificity for glycans present on a broad variety of pathogens and is capable of directing its cargo to MHC-I and MHC-II pathways for the induction of CD8+ and CD4+ T cell responses, respectively.
N-linked glycan	loss of structure	Endolyn		Endolyn					Hematopoietic stem cell/hematopoietic progenitor cell homing			Human	umbilical cord blood CD133+ cells	Fetal Blood	17077324	The class II 103B2 monoclonal antibody, which binds the CD164 N-linked glycan-dependent epitope or CD164 knockdown by RNA interference, significantly inhibits the migration of CD133+ HPCs toward CXCL12 in vitro.
N-glycans	altered level				β1,6-N-acetylglucosaminyltransferase V	Mgat5	N-Acetylglucosaminyltransferases|alpha-1,6-mannosylglycoprotein beta 1,6-N-acetylglucosaminyltransferase	prognostic	hepatocellular carcinoma	Carcinoma, Hepatocellular|Liver Neoplasms	hepatectomy	Humans	tumor tissues	Neoplasm Recurrence, Local	26056329	High Mgat5 expression indicated poor survival (P < 0.001 in the training cohort and P < 0.001 in the validation cohort) and recurrence (P < 0.001 in both cohorts, respectively) in patients with hepatocellular carcinoma, particularly with early-stage disease.
glycans located in the V1/V2, V3 and V4 regions	undetermined	HIV-1 envelope glycoprotein		HIV Envelope Protein gp120|HIV Envelope Protein gp120|HIV Envelope Protein gp120				response	Simian-human immunodeficiency virus (SHIV) infection	Simian Acquired Immunodeficiency Syndrome|Simian Immunodeficiency Virus	anti-HIV-1 monoclonal antibody therapy	macaques	plasma	Viral Load|Viremia	24172896	These neutralizing antibodies target different regions of the HIV-1 envelope glycoprotein including the CD4-binding site, glycans located in the V1/V2, V3 and V4 regions, and the membrane proximal external region of gp41 (refs 9-14).
Gal beta 1,4[Fuc alpha 1,3] GlcNAc beta 1,4GlcNAc	acquisition of structure	zona pellucida glycoprotein 3		Zona Pellucida Glycoproteins|Zp3 protein, mouse					fertilization			mouse	sperm	Spermatozoa	9442021	The addition of an alpha 3-fucosyl residue to each of these two competitive inhibitors, forming Gal beta 1,4[Fuc alpha 1,3] GlcNAc beta 1,4GlcNAc or Gal alpha 1,3Gal beta 1, 4[Fuc alpha 1,3]Glc NAc, resulted in ligands with 85- and 12-fold higher affinities for sperm, respectively (ED50 = 500 and 430 nM).
Gal alpha 1,3Gal beta 1,4[Fuc alpha 1,3]Glc NAc	acquisition of structure	zona pellucida glycoprotein 3		Zona Pellucida Glycoproteins|Zp3 protein, mouse					fertilization			mouse	sperm	Spermatozoa	9442021	The addition of an alpha 3-fucosyl residue to each of these two competitive inhibitors, forming Gal beta 1,4[Fuc alpha 1,3] GlcNAc beta 1,4GlcNAc or Gal alpha 1,3Gal beta 1, 4[Fuc alpha 1,3]Glc NAc, resulted in ligands with 85- and 12-fold higher affinities for sperm, respectively (ED50 = 500 and 430 nM).
glycan-dependent HIV-1 bNAbs	increased level								HIV-1	HIV-1		Humans	serum		29558468	Anti-MPER antibodies were detected in 6/12 LTNPs (50%) and 14/33 TPs (42%) whereas glycan-dependent HIV-1 bNAbs were more frequent in LTNPs (11/12, 92%) as compared to TPs (12/33, 36%).
mannosyl/N-acetylglucosaminyl derivatives	altered level	gp120/160 (Env)		HIV Envelope Protein gp120|HIV Envelope Protein gp160					HIV-1 infection	HIV-1		Humans	macrophages	Macrophages	9455924	We previously demonstrated that gp120/160 (Env) of HIV-1 interact in a carbohydrate-specific manner with mannosyl/N-acetylglucosaminyl derivatives and that HIV-1LAI infection of monocytic U937 and lymphoid CEM cells was inhibited by CD4-free Concanavalin A-reactive glycopeptides from U937 cells.
mannan	altered level	gp120/160 (Env)		HIV Envelope Protein gp120|HIV Envelope Protein gp160					HIV-1 infection	HIV-1		Humans	macrophages	Macrophages	9455924	We report here that the natural glycoproteins bovine fetuin and asialofetuin, human orosomucoid and alpha-fetoprotein, and mannan, which all specifically interact with Env, inhibited infection of primary macrophages by macrophage-tropic HIV-1 strains, whereas dextran had no such effect.
Glycosylphosphatidylinositol (GPI)	loss of structure	CD90.2		Thy-1 Antigens				diagnostic	Pig-a gene mutation			Mouse	L5178Y/Tk+/- cells	Cell Line, Tumor	29115020	Lack of cell surface glycosylphosphatidylinositol (GPI)-anchored protein(s) has been used as a reporter of Pig-a gene mutation in several model systems.
Gal-GalNAc	acquisition of structure								cryptosporidiosis	Cryptosporidiosis		Cryptosporidium parvum|Cryptosporidium hominis	Sporozoite	Sporozoites	26432292	Cryptosporidium parvum and C. hominis trophozoite development also was triggered by Gal-GalNAc in a concentration-dependent manner.
glycoprotein	acquisition of structure			Glycoproteins					cryptosporidiosis	Cryptosporidiosis		Cryptosporidium parvum	Sporozoite	Sporozoites	26432292	The effect of non-conditioned and HCT-8 conditioned RPMI-FBS on trophozoite development was abrogated by proteinase K and sodium metaperiodate pretreatment, indicating a glycoprotein trigger.
6-sulfo N-acetyllactosamine/Lewis x	acquisition of structure	CD44		Hyaluronan Receptors	N-acetylglucosamine 6-O-sulfotransferase-1		N-acetylglucosamine-6-O--sulfotransferase-4|Sulfotransferases		inflammation		TNF-alpha	human	peripheral blood monocytes	Monocytes	15728736	Here, the proinflammatory cytokine, TNF-alpha, induced the expression of 6-sulfo N-acetyllactosamine (LacNAc)/Lewis x on human peripheral blood monocytes (PBM).
N332 glycan	undetermined	HIV Envelope Protein gp120		HIV Envelope Protein gp120					HIV-1	HIV-1	passive immunotherapy	Humans	peripheral blood mononuclear cells		28332627	This is the first study to identify cross neutralizing scFv monoclonals with CD4bs and N332 glycan specificities from India.
fucosylated glycans	undetermined	peanut agglutinin		Glycoproteins					food allergy	Food Hypersensitivity		Humans	dendritic cells	Dendritic Cells	26948687	We demonstrate that peanut agglutinin, a minor peanut allergen, is a novel ligand for DC-SIGN.
galectin-receptor interactions	altered level								malaria	Malaria	alpha (α)-lactose treatment	mice	liver	Liver	34899708	Here, we analyzed the impact of blockage of galectin-receptor interactions by treatment with alpha (α)-lactose on liver immunopathology during the erythrocytic stage of malaria in mice infected with Plasmodium berghei ANKA (PbANKA).
sialic acid-containing glycans	undetermined	CD22|Siglec-F		Sialic Acid Binding Ig-like Lectin 2|Siglecf protein, mouse					innate immunity	Immunity, Innate		mouse	immune cells		17562860	They are best known as regulators of cell signaling mediated by cytoplasmic tyrosine motifs and are increasingly recognized as receptors for pathogens that bear sialic acid-containing glycans.
mannose-terminating glycans	increased level	MFECP1		Recombinant Fusion Proteins				response	cancer	Neoplasms, Experimental	antibody-directed enzyme prodrug therapy (ADEPT)	mice	liver sinusoidal endothelial cells	Liver	17000699	Immunofluorescence microscopy shows that in vivo clearance in mice occurs predominantly by MR on liver sinusoidal endothelial cells, although MR is also expressed on adjacent Kupffer cells.
mannose-terminating glycans	increased level	MFECP1		Recombinant Fusion Proteins				response	cancer	Neoplasms, Experimental	antibody-directed enzyme prodrug therapy (ADEPT)	mice	spleen macrophages	Spleen	17000699	In the spleen, MFECP1 is taken up by MR-expressing macrophages residing in the red pulp and not by dendritic cells which are found in the marginal zone and white pulp.
V1V2 glycan site	unaltered level	HIV-1 envelope		HIV Antibodies				response	Simian-human immunodeficiency viruses	Simian Acquired Immunodeficiency Syndrome	AIDS vaccine	Macaca mulatta	nonhuman primates	Macaca mulatta	28931639	We engineered trispecific antibodies (Abs) that allow a single molecule to interact with three independent HIV-1 envelope determinants: the CD4 binding site, the membrane-proximal external region (MPER), and the V1V2 glycan site.
sialyl Lewis x-containing glycan	undetermined	P-selectin glycoprotein ligand-1		P-selectin ligand protein					neutrophil adhesion				endothelial cell monolayers	Endothelium, Vascular	9128259	Further studies using CHO-E and -P monolayers demonstrate that the first 19 amino acids of PSGL-1 are sufficient for attachment and rolling on both E- and P-selectin and suggest that a sialyl Lewis x-containing glycan at Threonine-16 is critical for this sequence of amino acids to mediate attachment to E- and P-selectin.
sialyl Lewis X	acquisition of structure				alpha-1,3-fucosyltransferase VII|alpha-2,3-sialyltransferase		galactoside 3-fucosyltransferase|beta-Galactoside alpha-2,3-Sialyltransferase		inflammation		prevent undesirable inflammatory reactions such as rejection of organ transplants	Saccharomyces cerevisiae|Pichia pastoris	yeast cell wall	Cell Wall	15691739	Synthetic sLex oligosaccharides have been shown to inhibit adhesion of lymphocytes to endothelium at sites of inflammation.
Tn antigen	increased level				Cosmc	C1GALT1C1	C1GALT1C1 protein, human	prognostic	cancer			Human	gingival fibroblasts	Fibroblasts|Gingiva|Humans	27542280	Tn antigen (GalNAc-α-O-Ser/Thr), a mucin-type O-linked glycan, is a well-established cell surface marker for tumors and its elevated levels have been correlated with cancer progression and prognosis.
Tn antigen	increased level				Cosmc	C1GALT1C1	C1GALT1C1 protein, human		inflammation	Inflammation		Human	gingival fibroblasts	Fibroblasts|Gingiva|Humans	27542280	There are also reports that Tn is elevated in inflammatory tissues.
glycan-dependent monoclonal antibody epitopes	unaltered level	CON6 Env gp120 and gp140CF		HIV Envelope Protein gp120|gp140 envelope protein, Human immunodeficiency virus 1				response	HIV-1 infection	HIV-1	DNA vaccine followed by a recombinant vaccinia virus boost	BALB/c mice	sera		15613343	Key linear, conformational, and glycan-dependent monoclonal antibody epitopes are preserved in CON6, and the glycoprotein is recognized equally well by sera from individuals infected with different HIV-1 subtypes.
HNK-1 carbohydrate	increased level							response	Peripheral nerve injury	Peripheral Nervous System Diseases	electrical stimulation	mouse	femoral nerve	Femoral Nerve	16460731	Here, we show that short-term low-frequency electrical stimulation (1 h, 20 Hz) of the lesioned and surgically repaired femoral nerve in wild-type mice causes a motor nerve-specific enhancement of HNK-1 expression correlating with previously reported acceleration of muscle reinnervation.
sialic acid	decreased level	MUC1|beta(1) integrin		Mucin-1|Integrin beta1					lysosomal storage disorders	Lysosomal Storage Diseases		Humans	HT-29 cells	HT29 Cells	12538583	The phenotype of BG-treated cells is reminiscent of that observed in lysosomal storage disorders.
sialic acid	decreased level	MUC1|beta(1) integrin		Mucin-1|Integrin beta1					sialic acid storage disease	Sialic Acid Storage Disease		Humans	HT-29 cells	HT29 Cells	12538583	The phenotype of BG-treated cells is reminiscent of that observed in lysosomal storage disorders.
α2-6-sialylation on N-glycans	increased level				ST6Gal-I	ST6GAL1	ST6GAL1 protein, human	prognostic	clear-cell renal cell carcinoma	Carcinoma, Renal Cell	nephrectomy	human	tissue		25556450	High ST6Gal-I expression is a potential independent adverse predictor of survival and recurrence in ccRCC patients, and the prognostic value is most prominent in those with low and intermediate-risk disease defined by the UISS score.
heavy chain glycans	altered level	trastuzumab		Antibodies, Monoclonal, Humanized				diagnostic|response	breast cancer	Breast Neoplasms		mouse	tumor tissue	Tissue Distribution	29356543	Both the tumor targeting and therapeutic efficacy of the 89Zr-trastuzumab-MMAE immunoconjugate were validated in vivo using a murine model of HER2-expressing breast cancer.
sialyl Lewis(x)	acquisition of structure	mucins		Mucins					cystic fibrosis	Cystic Fibrosis		human	airway mucins	Mucins	12386455	Thus all examined mucins from CF patients carry sialyl Lewis(x) on their polylactosamine antennae, whereas this type of epitope is present on only three out of the eight CB mucins examined, notably in the airways of one CB patient which were heavily infected by Pseudomonas aeruginosa as are the airways of all the CF patients.
sialyl Lewis(x)	acquisition of structure	mucins		Mucins					chronic bronchitis	Bronchitis, Chronic		human	airway mucins	Mucins	12386455	Thus all examined mucins from CF patients carry sialyl Lewis(x) on their polylactosamine antennae, whereas this type of epitope is present on only three out of the eight CB mucins examined, notably in the airways of one CB patient which were heavily infected by Pseudomonas aeruginosa as are the airways of all the CF patients.
N-glycan	undetermined							diagnostic	canine hepatocellular carcinoma	Carcinoma, Hepatocellular		canine	tumor tissue|plasma extracellular vesicles|tumor cell lines	Liver Neoplasms||Cell Line, Tumor	39202384	Bioinformatics analysis revealed that tRNA-Val may be primarily involved in DNA repair, mRNA processing, and splicing and may be linked to the N-glycan and ubiquitin-mediated proteasome pathways.
core 2 O-glycans	altered level	P-selectin glycoprotein ligand 1|CD43|CD45		P-selectin ligand protein|Leukosialin|Leukocyte Common Antigens	C2GlcNAcT-III		N-Acetylglucosaminyltransferases		lymphocyte trafficking			mouse	CD8 T cells	CD8-Positive T-Lymphocytes	15778363	Core 2 beta1,6-N-acetylglucosaminyltransferase (C2GlcNAcT) synthesizes essential core 2 O-glycans on selectin ligands, which mediate cell-cell adhesion required for lymphocyte trafficking.
P-selectin ligand	altered level	P-selectin glycoprotein ligand 1|CD43|CD45		P-selectin ligand protein|Leukosialin|Leukocyte Common Antigens	C2GlcNAcT-III		N-Acetylglucosaminyltransferases		lymphocyte trafficking			mouse	CD8 T cells	CD8-Positive T-Lymphocytes	15778363	We show that C2GlcNAcT-I-independent P-selectin ligand formation occurs in activated C2GlcNAcT-I(null) CD8 T cells.
